,song_id,song_name,artist,popularity,is_explicit,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,4ANZKZkg74qHyVgd0gwO32,Sorry Bro,SALES,51.0,0.0,SALES LP,2016-04-20,0.677,0.479,9,-11.532,0,0.0344,0.804,0.767,0.105,0.4,98.026,audio_features,4ANZKZkg74qHyVgd0gwO32,spotify:track:4ANZKZkg74qHyVgd0gwO32,https://api.spotify.com/v1/tracks/4ANZKZkg74qHyVgd0gwO32,https://api.spotify.com/v1/audio-analysis/4ANZKZkg74qHyVgd0gwO32,151837,4
1,3dmsgudsfeGdQ9NsZFOm0C,Lovefool,No Vacation,57.0,0.0,Amo XO,2015-04-06,0.819,0.688,2,-5.967,0,0.0363,0.0549,0.0568,0.0799,0.961,104.013,audio_features,3dmsgudsfeGdQ9NsZFOm0C,spotify:track:3dmsgudsfeGdQ9NsZFOm0C,https://api.spotify.com/v1/tracks/3dmsgudsfeGdQ9NsZFOm0C,https://api.spotify.com/v1/audio-analysis/3dmsgudsfeGdQ9NsZFOm0C,130962,4
2,2HcyIzVsX45jLIxK7SH2aI,One Love / People Get Ready - Medley,Bob Marley & The Wailers,73.0,0.0,Exodus (Deluxe Edition),1977-01-03,0.725,0.523,10,-9.593,1,0.324,0.0783,0.0,0.0665,0.95,76.292,audio_features,2HcyIzVsX45jLIxK7SH2aI,spotify:track:2HcyIzVsX45jLIxK7SH2aI,https://api.spotify.com/v1/tracks/2HcyIzVsX45jLIxK7SH2aI,https://api.spotify.com/v1/audio-analysis/2HcyIzVsX45jLIxK7SH2aI,172933,4
3,3ri4y4r1BFc9YiPNgFXeGW,Obvious Bicycle,Vampire Weekend,48.0,0.0,Modern Vampires of the City,2013-05-13,0.661,0.282,9,-12.489,1,0.0542,0.417,0.000156,0.227,0.12,89.997,audio_features,3ri4y4r1BFc9YiPNgFXeGW,spotify:track:3ri4y4r1BFc9YiPNgFXeGW,https://api.spotify.com/v1/tracks/3ri4y4r1BFc9YiPNgFXeGW,https://api.spotify.com/v1/audio-analysis/3ri4y4r1BFc9YiPNgFXeGW,251253,4
4,1AmsqMwCRHj7BCtsZr7ZeY,Ya Hey,Vampire Weekend,50.0,0.0,Modern Vampires of the City,2013-05-13,0.581,0.65,11,-6.594,1,0.0533,0.168,0.000413,0.0945,0.502,91.983,audio_features,1AmsqMwCRHj7BCtsZr7ZeY,spotify:track:1AmsqMwCRHj7BCtsZr7ZeY,https://api.spotify.com/v1/tracks/1AmsqMwCRHj7BCtsZr7ZeY,https://api.spotify.com/v1/audio-analysis/1AmsqMwCRHj7BCtsZr7ZeY,312653,4
5,3YJJjQPAbDT7mGpX3WtQ9A,Good Days,SZA,86.0,1.0,Good Days,2020-12-25,0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,audio_features,3YJJjQPAbDT7mGpX3WtQ9A,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,https://api.spotify.com/v1/tracks/3YJJjQPAbDT7mGpX3WtQ9A,https://api.spotify.com/v1/audio-analysis/3YJJjQPAbDT7mGpX3WtQ9A,279204,4
6,2X3J1zgsKEkTSYnjsUQlUZ,Be Sweet,Japanese Breakfast,61.0,0.0,Be Sweet,2021-03-02,0.653,0.875,2,-5.815,0,0.0274,0.00976,1.03e-05,0.329,0.61,109.988,audio_features,2X3J1zgsKEkTSYnjsUQlUZ,spotify:track:2X3J1zgsKEkTSYnjsUQlUZ,https://api.spotify.com/v1/tracks/2X3J1zgsKEkTSYnjsUQlUZ,https://api.spotify.com/v1/audio-analysis/2X3J1zgsKEkTSYnjsUQlUZ,195371,4
7,5etvVR36xgYO9VawprrrkI,Something,Dayglow,54.0,0.0,Something,2021-02-22,0.817,0.661,0,-4.835,0,0.102,0.0668,3.25e-06,0.162,0.945,139.994,audio_features,5etvVR36xgYO9VawprrrkI,spotify:track:5etvVR36xgYO9VawprrrkI,https://api.spotify.com/v1/tracks/5etvVR36xgYO9VawprrrkI,https://api.spotify.com/v1/audio-analysis/5etvVR36xgYO9VawprrrkI,114320,4
8,5uDohC8URXwbGiHAMuKGoa,Rocky,Still Woozy,69.0,0.0,Rocky,2021-02-19,0.734,0.518,11,-9.514,0,0.0813,0.556,0.00282,0.111,0.555,101.083,audio_features,5uDohC8URXwbGiHAMuKGoa,spotify:track:5uDohC8URXwbGiHAMuKGoa,https://api.spotify.com/v1/tracks/5uDohC8URXwbGiHAMuKGoa,https://api.spotify.com/v1/audio-analysis/5uDohC8URXwbGiHAMuKGoa,166000,4
9,1HBXXiiegRl0TpzgikBBTP,Shirim,Melody's Echo Chamber,52.0,0.0,Bon Voyage,2018-06-15,0.648,0.71,0,-10.992,1,0.0607,0.0462,0.445,0.254,0.528,101.163,audio_features,1HBXXiiegRl0TpzgikBBTP,spotify:track:1HBXXiiegRl0TpzgikBBTP,https://api.spotify.com/v1/tracks/1HBXXiiegRl0TpzgikBBTP,https://api.spotify.com/v1/audio-analysis/1HBXXiiegRl0TpzgikBBTP,286681,4
10,5KboIqx30dztT6wmEVFn17,Baby I Don’t Know Oh Oh (feat. Charles Jones),Vulfpeck,52.0,0.0,Mr Finish Line,2017-11-07,0.638,0.477,7,-6.144,1,0.055,0.193,0.000153,0.358,0.484,112.737,audio_features,5KboIqx30dztT6wmEVFn17,spotify:track:5KboIqx30dztT6wmEVFn17,https://api.spotify.com/v1/tracks/5KboIqx30dztT6wmEVFn17,https://api.spotify.com/v1/audio-analysis/5KboIqx30dztT6wmEVFn17,208955,4
11,5lXY6PTuWXOludKy4zDQwM,On My Mind,Diplo,68.0,0.0,On My Mind,2019-12-13,0.771,0.731,7,-6.574,1,0.0409,0.00165,0.633,0.217,0.635,123.026,audio_features,5lXY6PTuWXOludKy4zDQwM,spotify:track:5lXY6PTuWXOludKy4zDQwM,https://api.spotify.com/v1/tracks/5lXY6PTuWXOludKy4zDQwM,https://api.spotify.com/v1/audio-analysis/5lXY6PTuWXOludKy4zDQwM,189268,4
12,5XVb0qfmmkmmsyy7j8oObk,The Rubberband Man,The Spinners,49.0,0.0,Happiness Is Being With the Spinners,1976-06-01,0.821,0.611,10,-9.795,1,0.0555,0.414,0.000152,0.0943,0.96,97.264,audio_features,5XVb0qfmmkmmsyy7j8oObk,spotify:track:5XVb0qfmmkmmsyy7j8oObk,https://api.spotify.com/v1/tracks/5XVb0qfmmkmmsyy7j8oObk,https://api.spotify.com/v1/audio-analysis/5XVb0qfmmkmmsyy7j8oObk,444133,4
13,1NlGXcWeUSe1s3IgRKcqmB,Antidote,Orion Sun,57.0,0.0,A Collection of Fleeting Moments and Daydreams,2020-01-06,0.645,0.786,1,-3.995,1,0.188,0.173,0.0,0.137,0.452,81.917,audio_features,1NlGXcWeUSe1s3IgRKcqmB,spotify:track:1NlGXcWeUSe1s3IgRKcqmB,https://api.spotify.com/v1/tracks/1NlGXcWeUSe1s3IgRKcqmB,https://api.spotify.com/v1/audio-analysis/1NlGXcWeUSe1s3IgRKcqmB,169822,4
14,7DYkWTA0ckaqm2MFfAIlQr,Ne Me Quitte Pas (Don't Leave Me),Orion Sun,56.0,1.0,Hold Space For Me,2020-03-27,0.617,0.5,6,-5.747,1,0.034,0.386,0.00521,0.107,0.516,90.026,audio_features,7DYkWTA0ckaqm2MFfAIlQr,spotify:track:7DYkWTA0ckaqm2MFfAIlQr,https://api.spotify.com/v1/tracks/7DYkWTA0ckaqm2MFfAIlQr,https://api.spotify.com/v1/audio-analysis/7DYkWTA0ckaqm2MFfAIlQr,168747,4
15,3dhT98GNfXSIyMuwXnQp7z,Kerry (Oliver Coates Rework),Youth Lagoon,16.0,0.0,Kerry (Oliver Coates Rework),2016-03-01,0.41,0.589,4,-10.741,0,0.0853,0.615,0.769,0.499,0.12,67.531,audio_features,3dhT98GNfXSIyMuwXnQp7z,spotify:track:3dhT98GNfXSIyMuwXnQp7z,https://api.spotify.com/v1/tracks/3dhT98GNfXSIyMuwXnQp7z,https://api.spotify.com/v1/audio-analysis/3dhT98GNfXSIyMuwXnQp7z,371074,4
16,1wXWuZgVO52kWbiQNTaBb1,Chasing Shadows,Santigold,46.0,0.0,99 Cents,2016-02-26,0.742,0.575,0,-5.55,1,0.0487,0.227,1.77e-06,0.176,0.583,76.494,audio_features,1wXWuZgVO52kWbiQNTaBb1,spotify:track:1wXWuZgVO52kWbiQNTaBb1,https://api.spotify.com/v1/tracks/1wXWuZgVO52kWbiQNTaBb1,https://api.spotify.com/v1/audio-analysis/1wXWuZgVO52kWbiQNTaBb1,195333,4
17,1oFiPGBafH9Woo9AMwgBSl,I'm Every Woman,Chaka Khan,67.0,0.0,Chaka,1978-10-13,0.617,0.879,0,-7.564,0,0.0455,0.127,5.71e-05,0.339,0.746,114.453,audio_features,1oFiPGBafH9Woo9AMwgBSl,spotify:track:1oFiPGBafH9Woo9AMwgBSl,https://api.spotify.com/v1/tracks/1oFiPGBafH9Woo9AMwgBSl,https://api.spotify.com/v1/audio-analysis/1oFiPGBafH9Woo9AMwgBSl,247413,4
18,3U12nxwFolQ6hsG6zcyEqc,The Other Lover (Little Dragon & Moses Sumney),Little Dragon,55.0,0.0,The Other Lover (Little Dragon & Moses Sumney),2020-12-14,0.633,0.451,3,-9.66,1,0.133,0.75,0.0581,0.0995,0.475,162.112,audio_features,3U12nxwFolQ6hsG6zcyEqc,spotify:track:3U12nxwFolQ6hsG6zcyEqc,https://api.spotify.com/v1/tracks/3U12nxwFolQ6hsG6zcyEqc,https://api.spotify.com/v1/audio-analysis/3U12nxwFolQ6hsG6zcyEqc,244883,4
19,4hqTguGFl0NWgFIxBppbKQ,Tournament Hill,TEMPOREX,44.0,0.0,Tournament Hill,2019-01-11,0.888,0.363,9,-6.319,1,0.0952,0.543,0.0,0.0938,0.853,97.001,audio_features,4hqTguGFl0NWgFIxBppbKQ,spotify:track:4hqTguGFl0NWgFIxBppbKQ,https://api.spotify.com/v1/tracks/4hqTguGFl0NWgFIxBppbKQ,https://api.spotify.com/v1/audio-analysis/4hqTguGFl0NWgFIxBppbKQ,113814,4
20,6uuBSo3wXnosEWVXRzZDTf,Nice Boys,TEMPOREX,67.0,0.0,Care,2017-01-11,0.557,0.672,2,-10.802,1,0.104,0.478,0.803,0.223,0.324,75.108,audio_features,6uuBSo3wXnosEWVXRzZDTf,spotify:track:6uuBSo3wXnosEWVXRzZDTf,https://api.spotify.com/v1/tracks/6uuBSo3wXnosEWVXRzZDTf,https://api.spotify.com/v1/audio-analysis/6uuBSo3wXnosEWVXRzZDTf,180800,4
21,5w3CRkbTWXfbYepIdFpGUN,On Hold,The xx,62.0,0.0,I See You,2017-01-13,0.723,0.669,0,-6.784,1,0.0348,0.0522,0.183,0.109,0.349,125.053,audio_features,5w3CRkbTWXfbYepIdFpGUN,spotify:track:5w3CRkbTWXfbYepIdFpGUN,https://api.spotify.com/v1/tracks/5w3CRkbTWXfbYepIdFpGUN,https://api.spotify.com/v1/audio-analysis/5w3CRkbTWXfbYepIdFpGUN,224133,4
22,06UOL50QYtDR5l06ohu88m,I Know There's Gonna Be (Good Times),Jamie xx,57.0,1.0,In Colour,2015-06-02,0.657,0.597,11,-9.919,0,0.168,0.12,0.0,0.477,0.486,89.606,audio_features,06UOL50QYtDR5l06ohu88m,spotify:track:06UOL50QYtDR5l06ohu88m,https://api.spotify.com/v1/tracks/06UOL50QYtDR5l06ohu88m,https://api.spotify.com/v1/audio-analysis/06UOL50QYtDR5l06ohu88m,213622,4
23,7lPgKA5mLFNmGPMdb07OlM,Loud Places,Jamie xx,53.0,0.0,In Colour,2015-06-02,0.646,0.63,8,-10.748,0,0.0435,0.00462,0.27,0.122,0.164,109.018,audio_features,7lPgKA5mLFNmGPMdb07OlM,spotify:track:7lPgKA5mLFNmGPMdb07OlM,https://api.spotify.com/v1/tracks/7lPgKA5mLFNmGPMdb07OlM,https://api.spotify.com/v1/audio-analysis/7lPgKA5mLFNmGPMdb07OlM,283067,4
24,714TY3YgigKX2jIX7SREwF,Little Man,Little Dragon,39.0,0.0,Ritual Union,2011-07-25,0.709,0.411,9,-9.429,0,0.239,0.0569,0.134,0.0737,0.806,187.379,audio_features,714TY3YgigKX2jIX7SREwF,spotify:track:714TY3YgigKX2jIX7SREwF,https://api.spotify.com/v1/tracks/714TY3YgigKX2jIX7SREwF,https://api.spotify.com/v1/audio-analysis/714TY3YgigKX2jIX7SREwF,161787,4
25,4dPimg8olUWKxHZXPD3KOO,Hold On,Little Dragon,54.0,0.0,"New Me, Same Us",2020-03-27,0.744,0.615,0,-8.756,1,0.0394,0.0103,0.00113,0.134,0.444,118.965,audio_features,4dPimg8olUWKxHZXPD3KOO,spotify:track:4dPimg8olUWKxHZXPD3KOO,https://api.spotify.com/v1/tracks/4dPimg8olUWKxHZXPD3KOO,https://api.spotify.com/v1/audio-analysis/4dPimg8olUWKxHZXPD3KOO,210922,4
26,06u5LrUpbosQlQ1QJFhPpG,Drew Barrymore,SZA,74.0,1.0,Ctrl,2017-06-09,0.577,0.523,0,-5.538,0,0.0429,0.491,0.0,0.147,0.29,134.93,audio_features,06u5LrUpbosQlQ1QJFhPpG,spotify:track:06u5LrUpbosQlQ1QJFhPpG,https://api.spotify.com/v1/tracks/06u5LrUpbosQlQ1QJFhPpG,https://api.spotify.com/v1/audio-analysis/06u5LrUpbosQlQ1QJFhPpG,231400,4
27,4ReJJcpW8HtVnqzhf6DwNV,Close To You,Dayglow,72.0,0.0,Close To You,2021-01-11,0.875,0.649,6,-5.754,1,0.0433,0.429,0.00237,0.0704,0.833,140.031,audio_features,4ReJJcpW8HtVnqzhf6DwNV,spotify:track:4ReJJcpW8HtVnqzhf6DwNV,https://api.spotify.com/v1/tracks/4ReJJcpW8HtVnqzhf6DwNV,https://api.spotify.com/v1/audio-analysis/4ReJJcpW8HtVnqzhf6DwNV,194693,4
28,2ZltjIqztEpZtafc8w0I9t,3005,Childish Gambino,76.0,1.0,Because the Internet,2013-12-10,0.472,0.448,6,-7.272,0,0.326,0.113,0.0,0.0914,0.636,166.077,audio_features,2ZltjIqztEpZtafc8w0I9t,spotify:track:2ZltjIqztEpZtafc8w0I9t,https://api.spotify.com/v1/tracks/2ZltjIqztEpZtafc8w0I9t,https://api.spotify.com/v1/audio-analysis/2ZltjIqztEpZtafc8w0I9t,234215,4
29,6N786xgPZDxeddigvhvafK,Across The Multiverse (feat. Frankie Cosmos),Dent May,26.0,0.0,Across The Multiverse,2017-08-18,0.683,0.813,6,-4.644,0,0.0293,0.282,4.67e-06,0.133,0.957,112.032,audio_features,6N786xgPZDxeddigvhvafK,spotify:track:6N786xgPZDxeddigvhvafK,https://api.spotify.com/v1/tracks/6N786xgPZDxeddigvhvafK,https://api.spotify.com/v1/audio-analysis/6N786xgPZDxeddigvhvafK,184933,4
30,5WwRKYnVy9dekqXAGPbAvU,He's the Greatest Dancer,Sister Sledge,63.0,0.0,We Are Family,1979-02-15,0.7,0.816,7,-9.711,0,0.044,0.00115,0.00123,0.0901,0.838,113.244,audio_features,5WwRKYnVy9dekqXAGPbAvU,spotify:track:5WwRKYnVy9dekqXAGPbAvU,https://api.spotify.com/v1/tracks/5WwRKYnVy9dekqXAGPbAvU,https://api.spotify.com/v1/audio-analysis/5WwRKYnVy9dekqXAGPbAvU,375400,4
31,5BL5JIhruwOhrRZd3Djoqs,I Feel Alive,TOPS,46.0,0.0,I Feel Alive,2020-04-03,0.571,0.729,1,-4.768,0,0.0327,0.163,0.000315,0.225,0.526,136.162,audio_features,5BL5JIhruwOhrRZd3Djoqs,spotify:track:5BL5JIhruwOhrRZd3Djoqs,https://api.spotify.com/v1/tracks/5BL5JIhruwOhrRZd3Djoqs,https://api.spotify.com/v1/audio-analysis/5BL5JIhruwOhrRZd3Djoqs,154133,4
32,1pmImsdC9t35L3TkD26ax8,Nuclear Fusion,King Gizzard & The Lizard Wizard,41.0,0.0,Flying Microtonal Banana,2017-02-24,0.39,0.78,11,-6.255,1,0.0411,0.343,0.801,0.165,0.586,86.363,audio_features,1pmImsdC9t35L3TkD26ax8,spotify:track:1pmImsdC9t35L3TkD26ax8,https://api.spotify.com/v1/tracks/1pmImsdC9t35L3TkD26ax8,https://api.spotify.com/v1/audio-analysis/1pmImsdC9t35L3TkD26ax8,255453,4
33,22KN1nRkp0H5foRTR950Iv,Sex Dream; Marine,infinite bisous,39.0,0.0,Period,2019-03-11,0.631,0.216,1,-18.614,1,0.0295,0.764,0.906,0.125,0.349,79.6,audio_features,22KN1nRkp0H5foRTR950Iv,spotify:track:22KN1nRkp0H5foRTR950Iv,https://api.spotify.com/v1/tracks/22KN1nRkp0H5foRTR950Iv,https://api.spotify.com/v1/audio-analysis/22KN1nRkp0H5foRTR950Iv,210173,1
34,3NRql0A1Ef4RCvT473iqgD,Hell N Back,Bakar,74.0,1.0,Hell N Back,2019-08-15,0.584,0.684,10,-4.314,0,0.567,0.312,9.05e-05,0.112,0.72,210.164,audio_features,3NRql0A1Ef4RCvT473iqgD,spotify:track:3NRql0A1Ef4RCvT473iqgD,https://api.spotify.com/v1/tracks/3NRql0A1Ef4RCvT473iqgD,https://api.spotify.com/v1/audio-analysis/3NRql0A1Ef4RCvT473iqgD,213573,4
35,0DgWa8oXi3wn3Q67MaHRdw,Half-Light (feat. Kelly Zutrau),Rostam,48.0,0.0,Half-Light,2017-09-15,0.313,0.478,2,-8.497,1,0.0384,0.822,8.33e-06,0.144,0.427,71.074,audio_features,0DgWa8oXi3wn3Q67MaHRdw,spotify:track:0DgWa8oXi3wn3Q67MaHRdw,https://api.spotify.com/v1/tracks/0DgWa8oXi3wn3Q67MaHRdw,https://api.spotify.com/v1/audio-analysis/0DgWa8oXi3wn3Q67MaHRdw,211013,4
36,1vvBUZseJ7fwYPX1NedOLd,Cha Cha,Freddie Dredd,71.0,1.0,Cha Cha,2019-03-22,0.792,0.698,1,-6.364,1,0.172,0.489,0.0788,0.127,0.751,129.971,audio_features,1vvBUZseJ7fwYPX1NedOLd,spotify:track:1vvBUZseJ7fwYPX1NedOLd,https://api.spotify.com/v1/tracks/1vvBUZseJ7fwYPX1NedOLd,https://api.spotify.com/v1/audio-analysis/1vvBUZseJ7fwYPX1NedOLd,173938,4
37,3xKsf9qdS1CyvXSMEid6g8,Pink + White,Frank Ocean,78.0,0.0,Blonde,2016-08-20,0.544,0.552,9,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.554,159.738,audio_features,3xKsf9qdS1CyvXSMEid6g8,spotify:track:3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8,184516,3
38,60k0xRw1oYUwZYp4e2iue8,american dream,LCD Soundsystem,43.0,0.0,american dream,2017-09-01,0.295,0.54,0,-8.372,1,0.0314,0.0529,0.00372,0.209,0.199,202.015,audio_features,60k0xRw1oYUwZYp4e2iue8,spotify:track:60k0xRw1oYUwZYp4e2iue8,https://api.spotify.com/v1/tracks/60k0xRw1oYUwZYp4e2iue8,https://api.spotify.com/v1/audio-analysis/60k0xRw1oYUwZYp4e2iue8,366787,3
39,53PkA8aXiwH4ppa0V0iO7o,oh baby,LCD Soundsystem,62.0,0.0,american dream,2017-09-01,0.58,0.622,5,-12.005,1,0.0352,0.0192,0.653,0.648,0.781,169.442,audio_features,53PkA8aXiwH4ppa0V0iO7o,spotify:track:53PkA8aXiwH4ppa0V0iO7o,https://api.spotify.com/v1/tracks/53PkA8aXiwH4ppa0V0iO7o,https://api.spotify.com/v1/audio-analysis/53PkA8aXiwH4ppa0V0iO7o,349693,4
40,3uYDO9dPLTVrgfwg7EYXSf,Lift Yourself,Kanye West,59.0,0.0,Lift Yourself,2018-04-29,0.877,0.435,0,-8.131,1,0.136,0.0108,1.88e-06,0.115,0.589,98.008,audio_features,3uYDO9dPLTVrgfwg7EYXSf,spotify:track:3uYDO9dPLTVrgfwg7EYXSf,https://api.spotify.com/v1/tracks/3uYDO9dPLTVrgfwg7EYXSf,https://api.spotify.com/v1/audio-analysis/3uYDO9dPLTVrgfwg7EYXSf,147905,4
41,68jki6jeQzEEcA97G3lGqe,This Feeling is a Cliché... (feat. Vocaloid Gumi),ODDEEO,16.0,0.0,Sunset Memories (feat. Vocaloid Gumi),2016-02-10,0.546,0.549,7,-5.242,1,0.0296,0.00493,0.0,0.291,0.133,120.036,audio_features,68jki6jeQzEEcA97G3lGqe,spotify:track:68jki6jeQzEEcA97G3lGqe,https://api.spotify.com/v1/tracks/68jki6jeQzEEcA97G3lGqe,https://api.spotify.com/v1/audio-analysis/68jki6jeQzEEcA97G3lGqe,232010,4
42,2Y0iGXY6m6immVb2ktbseM,Little Dark Age,MGMT,79.0,0.0,Little Dark Age,2018-02-09,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,audio_features,2Y0iGXY6m6immVb2ktbseM,spotify:track:2Y0iGXY6m6immVb2ktbseM,https://api.spotify.com/v1/tracks/2Y0iGXY6m6immVb2ktbseM,https://api.spotify.com/v1/audio-analysis/2Y0iGXY6m6immVb2ktbseM,299960,4
43,4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,Tears For Fears,83.0,0.0,Songs From The Big Chair (Super Deluxe Edition),1985-02-25,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,audio_features,4RvWPyQ5RL0ao9LPZeSouE,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,251489,4
44,7jay75cMfpEIyIkkvmemYr,Dorothy,Her's,53.0,0.0,Songs of Her's,2017-05-12,0.518,0.899,1,-4.148,0,0.0384,0.0383,0.903,0.106,0.912,145.04,audio_features,7jay75cMfpEIyIkkvmemYr,spotify:track:7jay75cMfpEIyIkkvmemYr,https://api.spotify.com/v1/tracks/7jay75cMfpEIyIkkvmemYr,https://api.spotify.com/v1/audio-analysis/7jay75cMfpEIyIkkvmemYr,246231,4
45,5CiwtWMnS78vr2Z3K5I0j4,Hit or Miss,BOYO,53.0,0.0,Dance Alone,2018-11-09,0.514,0.413,4,-9.042,0,0.0453,0.497,0.899,0.0847,0.331,179.773,audio_features,5CiwtWMnS78vr2Z3K5I0j4,spotify:track:5CiwtWMnS78vr2Z3K5I0j4,https://api.spotify.com/v1/tracks/5CiwtWMnS78vr2Z3K5I0j4,https://api.spotify.com/v1/audio-analysis/5CiwtWMnS78vr2Z3K5I0j4,248253,4
46,4j4pPKE3xAblPIbhxScC1j,Rawnald Gregory Erickson the Second,STRFKR,65.0,0.0,Starfucker,2008-09-23,0.9,0.538,7,-7.879,1,0.0343,0.229,0.843,0.287,0.713,95.508,audio_features,4j4pPKE3xAblPIbhxScC1j,spotify:track:4j4pPKE3xAblPIbhxScC1j,https://api.spotify.com/v1/tracks/4j4pPKE3xAblPIbhxScC1j,https://api.spotify.com/v1/audio-analysis/4j4pPKE3xAblPIbhxScC1j,173693,4
47,3mvMOlrmKIz5wMQgng1qX0,All U Wanna Do Is Dance,Dreamgirl,40.0,0.0,All U Wanna Do Is Dance,2020-10-30,0.596,0.686,7,-6.344,0,0.0257,0.00555,0.053,0.116,0.677,134.961,audio_features,3mvMOlrmKIz5wMQgng1qX0,spotify:track:3mvMOlrmKIz5wMQgng1qX0,https://api.spotify.com/v1/tracks/3mvMOlrmKIz5wMQgng1qX0,https://api.spotify.com/v1/audio-analysis/3mvMOlrmKIz5wMQgng1qX0,188800,4
48,4Sr6N2pJXCb5VjdknAjblG,"What Is Love? Tell Me, Is It Easy?",Hala,52.0,0.0,Spoonfed,2016-05-13,0.801,0.41,7,-12.359,1,0.0322,0.187,0.0258,0.0993,0.719,125.133,audio_features,4Sr6N2pJXCb5VjdknAjblG,spotify:track:4Sr6N2pJXCb5VjdknAjblG,https://api.spotify.com/v1/tracks/4Sr6N2pJXCb5VjdknAjblG,https://api.spotify.com/v1/audio-analysis/4Sr6N2pJXCb5VjdknAjblG,230547,4
49,6tCQ1AdGmhXJqrY2L52Rjw,Infatuation,Laz,0.0,1.0,Infatuation,2020-10-22,0.75,0.442,5,-11.584,0,0.144,0.428,0.00822,0.0969,0.894,149.991,audio_features,6tCQ1AdGmhXJqrY2L52Rjw,spotify:track:6tCQ1AdGmhXJqrY2L52Rjw,https://api.spotify.com/v1/tracks/6tCQ1AdGmhXJqrY2L52Rjw,https://api.spotify.com/v1/audio-analysis/6tCQ1AdGmhXJqrY2L52Rjw,173690,4
50,5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,Blue Öyster Cult,76.0,0.0,Agents Of Fortune,1976,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,audio_features,5QTxFnGygVM4jFQiBovmRo,spotify:track:5QTxFnGygVM4jFQiBovmRo,https://api.spotify.com/v1/tracks/5QTxFnGygVM4jFQiBovmRo,https://api.spotify.com/v1/audio-analysis/5QTxFnGygVM4jFQiBovmRo,308120,4
51,61bwFjzXGG1x2aZsANdLyl,money machine,100 gecs,68.0,1.0,1000 gecs,2019-05-31,0.68,0.659,6,-7.186,1,0.151,0.229,0.0,0.474,0.75,98.877,audio_features,61bwFjzXGG1x2aZsANdLyl,spotify:track:61bwFjzXGG1x2aZsANdLyl,https://api.spotify.com/v1/tracks/61bwFjzXGG1x2aZsANdLyl,https://api.spotify.com/v1/audio-analysis/61bwFjzXGG1x2aZsANdLyl,114460,4
52,5JZrvkAFBS70ilMXwJqfcZ,Bossa Yeshua,Mellow Fellow,28.0,0.0,Jazzie Robinson,2017-07-19,0.556,0.67,0,-10.723,1,0.032,0.0229,0.755,0.32,0.458,127.408,audio_features,5JZrvkAFBS70ilMXwJqfcZ,spotify:track:5JZrvkAFBS70ilMXwJqfcZ,https://api.spotify.com/v1/tracks/5JZrvkAFBS70ilMXwJqfcZ,https://api.spotify.com/v1/audio-analysis/5JZrvkAFBS70ilMXwJqfcZ,199314,4
53,5w20jHQZGultaPMtjI5SC0,Spinnin' N Reelin',Creed Bratton,38.0,0.0,The 80's,2003-01-01,0.667,0.799,7,-12.306,1,0.0616,0.0382,2.15e-05,0.35,0.838,145.784,audio_features,5w20jHQZGultaPMtjI5SC0,spotify:track:5w20jHQZGultaPMtjI5SC0,https://api.spotify.com/v1/tracks/5w20jHQZGultaPMtjI5SC0,https://api.spotify.com/v1/audio-analysis/5w20jHQZGultaPMtjI5SC0,190227,4
54,31tf1qEai5o5f4r66Kd0pU,Me and Your Mama,Childish Gambino,65.0,0.0,"""Awaken, My Love!""",2016-12-02,0.534,0.433,5,-12.628,1,0.0357,0.0116,0.0452,0.0667,0.235,117.834,audio_features,31tf1qEai5o5f4r66Kd0pU,spotify:track:31tf1qEai5o5f4r66Kd0pU,https://api.spotify.com/v1/tracks/31tf1qEai5o5f4r66Kd0pU,https://api.spotify.com/v1/audio-analysis/31tf1qEai5o5f4r66Kd0pU,379227,3
55,2FLW1FnWZxGUuiDgsLDGOG,Runner,Tennis,53.0,0.0,Swimmer,2020-02-14,0.527,0.827,7,-6.083,1,0.0392,0.0817,0.00344,0.126,0.704,157.3,audio_features,2FLW1FnWZxGUuiDgsLDGOG,spotify:track:2FLW1FnWZxGUuiDgsLDGOG,https://api.spotify.com/v1/tracks/2FLW1FnWZxGUuiDgsLDGOG,https://api.spotify.com/v1/audio-analysis/2FLW1FnWZxGUuiDgsLDGOG,216960,4
